"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL380997";"";"";"Small molecule";"";"347.41";"6";"7";"4.26";"70.32";"4";"1";"0";"4";"N";"0.90";"4.26";"None";"4.43";"1.44";"2";"MOL";"-1";"24";"4";"1";"0";"347.0991";"-0.40";"ACID";"C18H18FNO3S";"CCC[C@]1(CC(=O)O)OCCc2c1sc1c(C)cc(F)c(C#N)c21";"XEPYXSNMTYAXLO-GOSISDBHSA-N"
"CHEMBL1813562";"";"";"Small molecule";"";"876.04";"1";"1";"8.07";"191.12";"10";"4";"2";"9";"N";"0.11";"3.98";"5.08";"7.09";"7.19";"5";"MOL";"-1";"63";"14";"4";"3";"875.3564";"-0.18";"ACID";"C48H53N5O9S";"CCC[C@@H]1NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)c2ccc(Oc3cc(-c4ccccc4)nc4cc(OC)ccc34)c(c2)/C=C\c2ccccc2S(=O)(=O)NC1=O";"AXSPSAVUCNIKTA-PJEZEQTASA-N"
"CHEMBL1365290";"";"";"Small molecule";"";"336.35";"57";"79";"3.12";"79.62";"4";"1";"0";"3";"N";"0.69";"6.56";"None";"3.28";"2.42";"2";"MOL";"-1";"25";"6";"1";"0";"336.1110";"-1.44";"NEUTRAL";"C19H16N2O4";"Cc1ccc(N2C(=O)NC(=O)/C(=C\C=C\c3ccco3)C2=O)cc1C";"ZRUZNXPVKAJDBM-FWPHUCDGSA-N"
"CHEMBL4105631";"";"";"Small molecule";"";"568.67";"2";"2";"0.41";"151.42";"8";"2";"1";"12";"N";"0.37";"10.15";"None";"-0.34";"-0.34";"2";"MOL";"-1";"38";"12";"2";"2";"568.1662";"-0.90";"NEUTRAL";"C24H32N4O8S2";"COc1ccc(S(=O)(=O)NCCC(=O)N2CCN(C(=O)CCNS(=O)(=O)c3ccc(OC)cc3)CC2)cc1";"BMBZBKZHSKZMLW-UHFFFAOYSA-N"
"CHEMBL1299566";"";"";"Small molecule";"";"371.33";"50";"80";"4.42";"124.55";"8";"1";"0";"5";"N";"0.41";"8.14";"None";"3.30";"3.23";"4";"MOL";"-1";"26";"9";"1";"0";"371.0212";"-2.07";"NEUTRAL";"C16H9N3O6S";"O=C(Nc1nc(-c2ccco2)c(-c2ccco2)s1)c1ccc([N+](=O)[O-])o1";"RZUUEUWBDJEVMC-UHFFFAOYSA-N"
"CHEMBL5181347";"";"";"";"";"450.58";"7";"13";"5.57";"53.05";"6";"0";"1";"10";"N";"0.40";"None";"8.99";"5.28";"3.69";"3";"MOL";"0";"33";"6";"0";"1";"450.2519";"-0.81";"BASE";"C27H34N2O4";"CCCOc1ccc(-c2cc(OCCN3CCCCC3)c3c(OC)ccc(OC)c3n2)cc1";"JGWJEYWRNJMLSZ-UHFFFAOYSA-N"
"CHEMBL82440";"";"";"Small molecule";"";"254.08";"10";"11";"2.56";"53.09";"1";"2";"0";"2";"Y";"0.86";"3.50";"None";"2.48";"-0.90";"2";"MOL";"-1";"14";"3";"2";"0";"252.9738";"-0.30";"ACID";"C10H8BrNO2";"O=C(O)Cc1c[nH]c2ccc(Br)cc12";"WTFGHMZUJMRWBK-UHFFFAOYSA-N"
"CHEMBL3120358";"";"";"Small molecule";"";"279.34";"1";"1";"3.63";"42.23";"2";"1";"0";"4";"N";"0.79";"4.52";"None";"4.17";"1.38";"3";"MOL";"-1";"21";"3";"1";"0";"279.1259";"-1.20";"ACID";"C18H17NO2";"Cc1cccc(Cn2cc(CC(=O)O)c3ccccc32)c1";"JZQSLHSDUFOXEB-UHFFFAOYSA-N"
"CHEMBL1089153";"";"";"Small molecule";"";"345.36";"3";"7";"3.34";"84.08";"4";"2";"0";"3";"N";"0.56";"13.88";"4.37";"3.92";"3.92";"4";"MOL";"-1";"26";"6";"2";"0";"345.1113";"-0.80";"NEUTRAL";"C20H15N3O3";"COc1cccc2c(=O)c3cccc(C(=O)Nc4cccnc4)c3[nH]c12";"INSXHQCFOXWQNQ-UHFFFAOYSA-N"
"CHEMBL1253552";"";"";"Small molecule";"";"379.05";"3";"4";"2.11";"49.77";"4";"1";"0";"2";"N";"0.86";"8.84";"4.46";"2.04";"2.02";"1";"MOL";"-1";"18";"4";"1";"0";"376.9262";"-0.79";"NEUTRAL";"C12H13Br2NO3";"O=c1c(Br)cc(CN2CCOCC2)cc(Br)c1O";"KLWWKMOKOLXXEE-UHFFFAOYSA-N"
"CHEMBL53307";"";"";"Small molecule";"";"296.12";"59";"65";"3.06";"86.72";"5";"3";"0";"2";"N";"0.68";"4.81";"None";"3.14";"2.23";"1";"MOL";"-1";"19";"6";"3";"0";"295.0028";"-1.15";"ACID";"C11H7Cl2N5O";"Oc1[nH]c(Nc2cc(Cl)cc(Cl)c2)nc2ncnc1-2";"XABJVTMOEMSJFI-UHFFFAOYSA-N"
"CHEMBL3092124";"";"";"Small molecule";"";"461.88";"14";"46";"5.39";"87.98";"4";"2";"1";"4";"N";"0.35";"3.31";"0.68";"4.95";"1.52";"5";"MOL";"-1";"33";"6";"2";"1";"461.0942";"-1.11";"ACID";"C25H17ClFN3O3";"Cc1cc2c(-c3ccc[nH]c3=O)c(C(=O)O)n(Cc3cc4ccccc4nc3Cl)c2cc1F";"UZVPIJMLVISXHS-UHFFFAOYSA-N"
"CHEMBL1605743";"";"";"Small molecule";"";"288.30";"45";"61";"4.27";"50.44";"3";"1";"0";"1";"N";"0.53";"6.45";"2.94";"3.36";"2.38";"2";"MOL";"-1";"22";"3";"1";"0";"288.0786";"0.68";"ACID";"C19H12O3";"O=c1ccc2c(-c3ccccc3)c3ccc(O)cc3oc-2c1";"IRUMWXSHFZXEDQ-UHFFFAOYSA-N"
"CHEMBL486626";"SOPHORICOSIDE";"Sophoricoside";"Small molecule";"";"432.38";"9";"31";"0.05";"170.05";"10";"6";"1";"4";"N";"0.33";"6.55";"None";"0.81";"-0.14";"3";"MOL";"-1";"31";"10";"6";"1";"432.1056";"1.86";"NEUTRAL";"C21H20O10";"O=c1c(-c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)coc2cc(O)cc(O)c12";"ISQRJFLLIDGZEP-CMWLGVBASA-N"
"CHEMBL1414563";"";"";"Small molecule";"";"425.49";"33";"38";"4.06";"65.80";"6";"0";"0";"4";"N";"0.74";"None";"None";"3.68";"3.68";"2";"MOL";"-1";"30";"6";"0";"0";"425.1209";"-1.47";"NEUTRAL";"C22H20FN3O3S";"COc1ccc(OC)c(C2CC(=O)N3CN(c4ccccc4F)CSC3=C2C#N)c1";"SWYXAMMGGMRCCA-UHFFFAOYSA-N"
"CHEMBL492768";"";"";"Small molecule";"";"298.29";"5";"8";"2.97";"83.83";"4";"2";"0";"6";"N";"0.49";"2.05";"None";"2.76";"-0.76";"2";"MOL";"-1";"22";"5";"2";"0";"298.0841";"-0.15";"ACID";"C17H14O5";"O=C(O)/C(O)=C/C(=O)c1ccc(OCc2ccccc2)cc1";"SWTDXRPWKGXCPJ-YBEGLDIGSA-N"
"CHEMBL52943";"";"";"Small molecule";"";"289.55";"64";"67";"3.76";"63.83";"4";"2";"0";"2";"N";"0.83";"None";"4.05";"3.97";"3.97";"2";"MOL";"-1";"17";"4";"3";"0";"287.9736";"-1.56";"NEUTRAL";"C10H7Cl3N4";"Nc1nc(Cl)cc(Nc2cc(Cl)cc(Cl)c2)n1";"AUVRWTGJPUZAMO-UHFFFAOYSA-N"
"CHEMBL4078109";"";"";"Small molecule";"";"477.44";"2";"4";"3.55";"64.68";"4";"2";"0";"10";"N";"0.51";"None";"7.95";"3.12";"2.46";"2";"MOL";"-1";"32";"6";"2";"0";"476.1746";"-0.94";"NEUTRAL";"C24H30Cl2N4O2";"O=C(NCCCN1CCN(CCCNC(=O)c2ccc(Cl)cc2)CC1)c1ccc(Cl)cc1";"HDEDUHNBJRONKQ-UHFFFAOYSA-N"
"CHEMBL2059079";"MINECOSIDE";"Minecoside";"Small molecule";"";"538.50";"3";"6";"-1.61";"197.13";"13";"6";"3";"8";"N";"0.13";"9.82";"None";"-0.86";"-0.86";"1";"MOL";"-1";"38";"13";"6";"3";"538.1686";"2.69";"NEUTRAL";"C25H30O13";"COc1ccc(/C=C/C(=O)O[C@H]2[C@@H]3C=CO[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]3[C@@]3(CO)O[C@@H]23)cc1O";"LRHHPZILMPIMIY-GGKKSNITSA-N"
"CHEMBL1813565";"";"";"Small molecule";"";"854.04";"1";"1";"7.48";"191.12";"10";"4";"2";"9";"N";"0.13";"3.76";"5.08";"5.76";"6.20";"4";"MOL";"-1";"61";"14";"4";"3";"853.3720";"0.05";"ACID";"C46H55N5O9S";"CCC[C@@H]1NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)c2ccc(Oc3cc(-c4ccccc4)nc4cc(OC)ccc34)c(c2)/C=C\CC2(CC2)S(=O)(=O)NC1=O";"JLVGGNVGCFFFDQ-FZLXMVJHSA-N"
"CHEMBL488606";"8-DEOXYGARTANIN";"8-Deoxygartanin|8-Desoxygartanin";"Small molecule";"";"380.44";"11";"15";"5.08";"90.90";"5";"3";"1";"4";"N";"0.43";"7.11";"None";"6.16";"5.61";"3";"MOL";"-1";"28";"5";"3";"1";"380.1624";"1.85";"NEUTRAL";"C23H24O5";"CC(C)=CCc1c(O)c(CC=C(C)C)c2oc3c(O)cccc3c(=O)c2c1O";"GVQOVMKBYJKZSY-UHFFFAOYSA-N"
"CHEMBL1576217";"";"";"Small molecule";"";"418.52";"17";"21";"5.36";"70.50";"5";"1";"1";"5";"N";"0.57";"8.04";"3.07";"4.58";"4.49";"3";"MOL";"-1";"30";"5";"1";"1";"418.1351";"-1.56";"NEUTRAL";"C24H22N2O3S";"Cc1cccc(N2C(=O)C(O)=C(C(=O)c3cccs3)C2c2ccc(C(C)C)cc2)n1";"DUJWEXPTWKQUEI-UHFFFAOYSA-N"
"CHEMBL5194450";"";"";"";"";"182.22";"1";"1";"1.86";"50.44";"3";"1";"0";"4";"N";"0.77";"13.87";"None";"1.73";"1.73";"1";"MOL";"0";"13";"3";"1";"0";"182.0943";"0.68";"NEUTRAL";"C10H14O3";"CCCCC(O)c1cccc(=O)o1";"BYLCEORICJQSSS-UHFFFAOYSA-N"
"CHEMBL1909749";"";"";"Small molecule";"";"433.85";"3";"5";"5.18";"92.69";"6";"1";"1";"6";"N";"0.45";"7.84";"None";"6.02";"5.88";"4";"MOL";"-1";"31";"6";"1";"1";"433.0717";"-0.22";"NEUTRAL";"C24H16ClNO5";"N#Cc1cccc(COc2cc(=O)c3c(O)c(OCc4cccc(Cl)c4)ccc3o2)c1";"RBYGSVFUMJOYFW-UHFFFAOYSA-N"
"CHEMBL3736405";"";"";"Small molecule";"";"476.79";"1";"1";"4.89";"30.71";"3";"0";"0";"2";"N";"0.46";"None";"None";"5.44";"5.44";"2";"MOL";"-1";"16";"3";"0";"0";"472.7373";"-0.46";"NEUTRAL";"C9H7Br4N3";"CCCn1nc2c(Br)c(Br)c(Br)c(Br)c2n1";"UZQNGBFDVIITDF-UHFFFAOYSA-N"
"CHEMBL1982808";"";"";"Small molecule";"";"351.50";"19";"34";"4.64";"50.41";"3";"2";"0";"4";"N";"0.41";"11.65";"1.61";"4.71";"4.71";"3";"MOL";"-1";"24";"3";"3";"0";"351.0864";"-1.14";"NEUTRAL";"C19H17N3S2";"C/C(=N\NC(N)=S)c1cc(-c2ccccc2)c(-c2ccccc2)s1";"KSUUNRFHOPONSZ-FYJGNVAPSA-N"
"CHEMBL2059290";"";"5-O-Methylvisamminol";"Small molecule";"";"290.31";"2";"5";"2.18";"68.90";"5";"1";"0";"2";"N";"0.92";"None";"None";"1.66";"1.66";"2";"MOL";"-1";"21";"5";"1";"0";"290.1154";"2.62";"NEUTRAL";"C16H18O5";"COc1c2c(cc3oc(C)cc(=O)c13)OC(C(C)(C)O)C2";"DGFLRNOCLJGHLY-UHFFFAOYSA-N"
"CHEMBL4080897";"";"";"Small molecule";"";"402.29";"2";"5";"5.92";"20.31";"1";"0";"1";"3";"N";"0.50";"None";"None";"5.58";"5.58";"3";"MOL";"-1";"26";"2";"0";"1";"401.0415";"-0.67";"NEUTRAL";"C23H16BrNO";"O=C1/C(=C\c2ccc(Br)cc2)C=C(c2ccccc2)N1c1ccccc1";"MBSKSGCZEZBZNM-CYVLTUHYSA-N"
"CHEMBL1771802";"";"";"Small molecule";"";"319.37";"1";"1";"2.66";"79.80";"5";"2";"0";"3";"N";"0.73";"9.65";"8.27";"2.20";"1.46";"3";"MOL";"-1";"24";"6";"2";"0";"319.1433";"-1.52";"NEUTRAL";"C18H17N5O";"O=C(NNc1c2c(nc3ccccc13)CCCC2)c1cnccn1";"RYYGMJREVXCMKQ-UHFFFAOYSA-N"
"CHEMBL4075770";"";"";"Small molecule";"";"480.66";"2";"4";"1.18";"98.82";"6";"2";"0";"10";"N";"0.53";"10.10";"6.35";"2.33";"2.29";"2";"MOL";"-1";"32";"8";"2";"0";"480.1865";"-1.07";"NEUTRAL";"C22H32N4O4S2";"Cc1ccc(S(=O)(=O)NCCN2CCN(CCNS(=O)(=O)c3ccc(C)cc3)CC2)cc1";"CCAOXFHSIMJBQQ-UHFFFAOYSA-N"
"CHEMBL492770";"";"";"Small molecule";"";"298.29";"6";"11";"2.97";"83.83";"4";"2";"0";"6";"N";"0.49";"2.20";"None";"2.76";"-0.76";"2";"MOL";"-1";"22";"5";"2";"0";"298.0841";"-0.29";"ACID";"C17H14O5";"O=C(O)/C(O)=C/C(=O)c1cccc(OCc2ccccc2)c1";"VRKCLIARHIPPNE-YBEGLDIGSA-N"
"CHEMBL251254";"HYPEROSIDE";"Hyperoside";"Small molecule";"";"464.38";"67";"169";"-0.54";"210.51";"12";"8";"2";"4";"N";"0.23";"6.37";"None";"-0.14";"-1.30";"3";"MOL";"-1";"33";"12";"8";"2";"464.0955";"2.16";"ACID";"C21H20O12";"O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12";"OVSQVDMCBVZWGM-DTGCRPNFSA-N"
"CHEMBL3986658";"";"";"Small molecule";"";"334.40";"2";"8";"4.39";"70.40";"6";"2";"0";"3";"N";"0.43";"8.70";"3.85";"4.35";"4.33";"4";"MOL";"-1";"24";"5";"2";"0";"334.0888";"-1.42";"NEUTRAL";"C18H14N4OS";"C/C(=N\Nc1ncnc2sc3ccccc3c12)c1ccccc1O";"XCXFEMHOYVCTHT-SRZZPIQSSA-N"
"CHEMBL4077147";"";"";"Small molecule";"";"508.71";"2";"4";"1.96";"98.82";"6";"2";"1";"12";"N";"0.43";"10.10";"7.24";"2.45";"2.22";"2";"MOL";"-1";"34";"8";"2";"1";"508.2178";"-1.03";"NEUTRAL";"C24H36N4O4S2";"Cc1ccc(S(=O)(=O)NCCCN2CCN(CCCNS(=O)(=O)c3ccc(C)cc3)CC2)cc1";"MLQFZSTUNPGXQZ-UHFFFAOYSA-N"
"CHEMBL4759473";"";"";"Unknown";"";"491.49";"1";"2";"1.09";"171.19";"11";"6";"2";"6";"N";"0.34";"8.40";"5.68";"2.53";"2.49";"2";"MOL";"-1";"35";"11";"6";"2";"491.1791";"0.77";"NEUTRAL";"C24H29NO10";"COc1cc(CC(C)c2nc(C)c(O)c(C34OC5(O)CC(O)(CC(O)(C5)O3)O4)c2CO)ccc1O";"OXXOVUPTBWXVOT-UHFFFAOYSA-N"
"CHEMBL4452337";"";"";"Unknown";"";"330.41";"4";"5";"3.05";"61.54";"7";"0";"0";"5";"N";"0.72";"None";"None";"2.48";"2.48";"3";"MOL";"-1";"23";"6";"0";"0";"330.1150";"-1.77";"NEUTRAL";"C16H18N4O2S";"c1ccc(-c2nn3cnnc3s2)c(OCCC2CCOCC2)c1";"ILQGMXYHKPAOCP-UHFFFAOYSA-N"
"CHEMBL4474704";"";"";"Unknown";"";"316.39";"2";"2";"2.66";"61.54";"7";"0";"0";"4";"N";"0.74";"None";"None";"2.11";"2.11";"3";"MOL";"-1";"22";"6";"0";"0";"316.0994";"-1.98";"NEUTRAL";"C15H16N4O2S";"c1ccc(-c2nn3cnnc3s2)c(OCC2CCOCC2)c1";"MNRXNJIUAVYGJI-UHFFFAOYSA-N"
"CHEMBL3985047";"";"";"Small molecule";"";"361.47";"2";"5";"4.89";"65.96";"5";"2";"0";"3";"N";"0.40";"13.17";"4.28";"5.16";"5.16";"4";"MOL";"-1";"26";"5";"2";"0";"361.1361";"-1.85";"NEUTRAL";"C20H19N5S";"C/C(=N\Nc1ncnc2sc3c(c12)CCCC3)c1cc2ccccc2[nH]1";"BSJODIXECCGCSZ-WYMPLXKRSA-N"
"CHEMBL3975416";"";"";"Small molecule";"";"340.41";"2";"5";"3.03";"87.14";"6";"3";"0";"3";"N";"0.64";"8.10";"3.14";"4.77";"4.69";"3";"MOL";"-1";"24";"6";"3";"0";"340.0994";"-1.96";"NEUTRAL";"C17H16N4O2S";"O=C(NNc1ncnc2sc3c(c12)CCCC3)c1ccccc1O";"HNQSUPCKQKMBTF-UHFFFAOYSA-N"
"CHEMBL2059077";"ISOVANILLYL CATAPOL";"Isovanillyl Catapol";"Small molecule";"";"512.46";"2";"5";"-2.01";"197.13";"13";"6";"3";"7";"N";"0.17";"9.60";"None";"-1.40";"-1.40";"1";"MOL";"-1";"36";"13";"6";"3";"512.1530";"2.63";"NEUTRAL";"C23H28O13";"COc1ccc(C(=O)O[C@H]2[C@@H]3C=CO[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]3[C@@]3(CO)O[C@@H]23)cc1O";"DSVKJARKMOAAKJ-NUGKWEEESA-N"
"CHEMBL2011807";"";"";"Small molecule";"";"271.28";"17";"20";"3.55";"84.27";"3";"2";"0";"3";"N";"0.66";"11.12";"None";"3.57";"3.57";"2";"MOL";"-1";"20";"6";"2";"0";"271.0957";"-2.22";"NEUTRAL";"C14H13N3O3";"Cc1ccccc1NC(=O)Nc1cccc([N+](=O)[O-])c1";"MSBVHIWAXMMCPU-UHFFFAOYSA-N"
"CHEMBL3120365";"";"";"Small molecule";"";"334.20";"1";"1";"4.62";"42.23";"2";"1";"0";"4";"N";"0.76";"4.17";"None";"4.87";"1.81";"3";"MOL";"-1";"22";"3";"1";"0";"333.0323";"-1.30";"ACID";"C17H13Cl2NO2";"O=C(O)Cc1cn(Cc2cccc(Cl)c2)c2cc(Cl)ccc12";"IGMNWOCOPOSQLW-UHFFFAOYSA-N"
"CHEMBL1253550";"";"3,7-Dibromotropolone";"Small molecule";"";"279.92";"3";"4";"2.28";"37.30";"2";"1";"0";"0";"Y";"0.79";"8.51";"None";"2.59";"2.55";"1";"MOL";"-1";"11";"2";"1";"0";"277.8578";"0.14";"NEUTRAL";"C7H4Br2O2";"O=c1c(Br)cccc(Br)c1O";"RSXVFMVFPPBRGL-UHFFFAOYSA-N"
"CHEMBL46686";"";"";"Small molecule";"";"348.37";"1";"2";"2.80";"115.56";"4";"4";"0";"5";"N";"0.44";"8.58";"2.86";"2.41";"2.38";"4";"MOL";"-1";"26";"8";"4";"0";"348.1335";"-0.77";"NEUTRAL";"C18H16N6O2";"O=C(CCC(=O)Nc1nc2ccccc2[nH]1)Nc1nc2ccccc2[nH]1";"ZZMJYLFARIWSOY-UHFFFAOYSA-N"
"CHEMBL463914";"MANOALIDE";"Manoalide";"Small molecule";"";"416.56";"18";"57";"4.86";"75.99";"5";"2";"0";"7";"N";"0.46";"5.45";"None";"4.94";"2.99";"0";"MOL";"-1";"30";"5";"2";"0";"416.2563";"3.09";"ACID";"C25H36O5";"CC1=C(CC/C(C)=C/CCC2=CC[C@H](C3=CC(=O)O[C@H]3O)O[C@H]2O)C(C)(C)CCC1";"FGJIDQWRRLDGDB-CPIXEKRISA-N"
"CHEMBL511822";"TARAXEROL";"Taraxerol";"Small molecule";"";"426.73";"14";"19";"8.17";"20.23";"1";"1";"1";"0";"N";"0.39";"None";"None";"7.40";"7.40";"0";"MOL";"-1";"31";"1";"1";"1";"426.3862";"2.98";"NEUTRAL";"C30H50O";"CC1(C)CC[C@]2(C)CC=C3[C@]4(C)CC[C@H]5C(C)(C)[C@@H](O)CC[C@]5(C)[C@H]4CC[C@@]3(C)[C@@H]2C1";"GGGUGZHBAOMSFJ-GADYQYKKSA-N"
"CHEMBL4562725";"";"";"Unknown";"";"295.33";"4";"5";"3.04";"65.20";"7";"0";"0";"3";"N";"0.58";"None";"1.96";"2.72";"2.72";"4";"MOL";"-1";"21";"6";"0";"0";"295.0528";"-2.25";"NEUTRAL";"C14H9N5OS";"c1ccc(Oc2ncccc2-c2nn3cnnc3s2)cc1";"BLSQPBGVJDBHLE-UHFFFAOYSA-N"
"CHEMBL1481011";"";"";"Small molecule";"";"498.51";"2";"2";"3.94";"128.40";"10";"1";"0";"7";"N";"0.38";"7.33";"None";"2.47";"2.13";"3";"MOL";"-1";"35";"10";"1";"0";"498.1097";"-1.33";"NEUTRAL";"C24H22N2O8S";"COC(=O)c1sc(N2C(=O)C(O)=C(C(=O)c3ccc(C)o3)C2c2cc(OC)ccc2OC)nc1C";"RBRWBIHCSPENDM-UHFFFAOYSA-N"
"CHEMBL2011805";"";"";"Small molecule";"";"353.38";"5";"6";"5.23";"70.92";"3";"2";"1";"3";"N";"0.47";"11.52";"5.16";"4.46";"4.45";"5";"MOL";"-1";"27";"5";"2";"1";"353.1164";"-1.35";"NEUTRAL";"C22H15N3O2";"O=C(Nc1ccc(-c2nc3ccccc3[nH]2)cc1)c1cc2ccccc2o1";"GDEGWMCLQDGQFV-UHFFFAOYSA-N"
"CHEMBL2059294";"MARLIOLIDE";"Marliolide";"Small molecule";"";"310.48";"4";"9";"4.92";"46.53";"3";"1";"0";"12";"N";"0.32";"13.31";"None";"6.05";"6.05";"0";"MOL";"-1";"22";"3";"1";"0";"310.2508";"1.58";"NEUTRAL";"C19H34O3";"CCCCCCCCCCCCC/C=C1/C(=O)O[C@H](C)[C@@H]1O";"KBHLNNQHHPFDSG-VTGIHGMASA-N"
"CHEMBL518542";"SPATHULENOL";"(+)-Spathulenol|Spathulenol|Spatulenol";"Small molecule";"";"220.36";"18";"31";"3.39";"20.23";"1";"1";"0";"0";"N";"0.62";"None";"None";"2.83";"2.83";"0";"MOL";"-1";"16";"1";"1";"0";"220.1827";"3.31";"NEUTRAL";"C15H24O";"C=C1CC[C@@H]2[C@H]([C@H]3[C@H]1CC[C@]3(C)O)C2(C)C";"FRMCCTDTYSRUBE-BGPZULBFSA-N"
"CHEMBL490943";"";"";"Small molecule";"";"661.23";"3";"7";"8.77";"60.69";"3";"3";"2";"5";"N";"0.19";"7.67";"None";"9.86";"9.65";"4";"MOL";"-1";"35";"3";"3";"2";"657.9354";"0.03";"NEUTRAL";"C29H25Br3O3";"CC(C)(c1ccc(C(C)(c2ccc(O)c(Br)c2)c2ccc(O)c(Br)c2)cc1)c1ccc(O)c(Br)c1";"DVHKXJQBUOUBPY-UHFFFAOYSA-N"
"CHEMBL491099";"";"";"Small molecule";"";"475.57";"1";"2";"4.27";"110.44";"7";"2";"0";"7";"N";"0.38";"6.97";"4.21";"4.40";"3.95";"4";"MOL";"-1";"34";"8";"3";"0";"475.1678";"-1.15";"NEUTRAL";"C25H25N5O3S";"COc1ccc(-c2cc(-c3ccc(N(C)C)cc3)nc(NS(=O)(=O)c3ccc(N)cc3)n2)cc1";"DUTQENYQMUGRGA-UHFFFAOYSA-N"
"CHEMBL1404086";"";"";"Small molecule";"";"280.32";"54";"95";"3.27";"54.37";"3";"1";"0";"3";"N";"0.69";"9.78";"None";"4.24";"4.24";"2";"MOL";"-1";"21";"3";"1";"0";"280.1099";"0.02";"NEUTRAL";"C18H16O3";"Cc1ccc(C)c(/C=C/C(=O)c2ccccc(=O)c2O)c1";"YWWNMMGRLPHMPZ-MDZDMXLPSA-N"
"CHEMBL553204";"ICARIIN";"EPIMEDII HERBA ICARIIN|ICARIIN";"Small molecule";"3.0";"676.67";"19";"26";"0.07";"238.20";"15";"8";"3";"9";"N";"0.14";"7.07";"None";"0.81";"0.32";"3";"MOL";"0";"48";"15";"8";"3";"676.2367";"1.96";"NEUTRAL";"C33H40O15";"COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1";"TZJALUIVHRYQQB-XLRXWWTNSA-N"
"CHEMBL4061550";"";"";"Small molecule";"";"235.23";"1";"1";"3.22";"35.25";"2";"1";"0";"3";"N";"0.89";"None";"8.67";"2.88";"1.60";"2";"MOL";"-1";"17";"2";"2";"0";"235.0809";"-0.75";"BASE";"C13H11F2NO";"NCc1ccc(F)c(Oc2ccccc2)c1F";"OPHNCLQYKIKHON-UHFFFAOYSA-N"
"CHEMBL490624";"";"";"Small molecule";"";"329.36";"4";"8";"3.64";"74.85";"3";"2";"0";"2";"N";"0.55";"None";"3.43";"4.80";"4.80";"4";"MOL";"-1";"25";"5";"2";"0";"329.1164";"-1.00";"NEUTRAL";"C20H15N3O2";"Cc1cccc(NC(=O)c2cccc3c(=O)c4ccccc4[nH]c23)n1";"HMEROWZUIOSHKQ-UHFFFAOYSA-N"
"CHEMBL599013";"";"ZINC 03369470";"Small molecule";"";"385.38";"44";"59";"3.96";"104.79";"5";"2";"0";"5";"N";"0.40";"3.47";"0.99";"3.87";"0.49";"4";"MOL";"-1";"29";"7";"2";"0";"385.1063";"-1.62";"ACID";"C22H15N3O4";"O=C(O)c1ccccc1/C=N/NC(=O)c1cc(-c2ccco2)nc2ccccc12";"MSEOIJPJKDACDP-YDZHTSKRSA-N"
"CHEMBL509779";"";"";"Small molecule";"";"328.37";"4";"7";"4.24";"61.96";"2";"2";"0";"2";"N";"0.54";"None";"None";"5.80";"5.80";"4";"MOL";"-1";"25";"4";"2";"0";"328.1212";"-0.82";"NEUTRAL";"C21H16N2O2";"Cc1ccc(NC(=O)c2cccc3c(=O)c4ccccc4[nH]c23)cc1";"JVXYBZAGTIRFCQ-UHFFFAOYSA-N"
"CHEMBL2059296";"";"";"Small molecule";"";"452.46";"10";"26";"0.01";"148.05";"10";"4";"0";"5";"N";"0.49";"12.21";"None";"-0.11";"-0.11";"2";"MOL";"-1";"32";"10";"4";"0";"452.1682";"2.51";"NEUTRAL";"C22H28O10";"COc1c2c(cc3oc(C)cc(=O)c13)OC(C(C)(C)O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O)C2";"QVGFPTYGKPLXPK-QPFJIASXSA-N"
"CHEMBL492769";"";"";"Small molecule";"";"332.74";"4";"6";"3.63";"83.83";"4";"2";"0";"6";"N";"0.48";"2.05";"None";"3.37";"-0.16";"2";"MOL";"-1";"23";"5";"2";"0";"332.0452";"-0.37";"ACID";"C17H13ClO5";"O=C(O)/C(O)=C/C(=O)c1ccc(OCc2ccc(Cl)cc2)cc1";"UCHDSAXDODCWNW-SXGWCWSVSA-N"
